ultimo_timestamp,vehicle_id,ultima_latitud,ultima_longitud
2022-07-31 14:55:52,254,,
2022-07-31 23:29:34,255,,
2022-07-31 23:52:50,256,,
2022-07-31 18:23:39,257,,
2022-07-31 12:53:47,258,,
2022-07-31 19:47:53,259,,
2022-07-31 23:25:09,260,,
2022-07-31 23:51:37,261,,
2022-07-31 23:51:05,262,,
2022-07-31 23:59:29,263,,
2022-07-31 23:59:43,264,,
2022-07-31 23:43:07,265,,
