ultimo_timestamp,vehicle_id,ultima_latitud,ultima_longitud
2022-07-31 19:04:55,1,,
2022-07-28 15:18:26,2,,
2022-07-31 16:35:52,3,,
2022-07-31 22:14:00,4,,
2022-07-31 19:17:10,5,,
2022-07-29 13:16:59,6,,
2022-07-31 23:53:29,7,,
2022-07-26 22:04:22,8,,
2022-07-31 15:51:12,9,,
2022-07-31 23:50:19,10,,
2022-07-31 10:47:44,11,,
2022-07-31 19:21:42,12,,
2022-07-31 23:38:57,13,,
2022-07-31 21:40:02,14,,
2022-07-31 19:27:39,15,,
2022-07-31 17:21:34,16,,
2022-07-31 23:10:58,17,,
2022-07-31 12:28:08,18,,
2022-07-31 10:48:21,19,,
2022-07-31 14:41:06,20,,
2022-07-31 14:20:00,21,,
2022-07-31 13:10:25,22,,
2022-07-31 16:50:51,23,,
2022-07-31 23:33:30,24,,
2022-07-31 23:43:31,25,,
2022-07-31 23:45:23,26,,
2022-07-07 23:56:24,27,,
2022-07-31 21:03:32,28,,
2022-07-30 18:27:04,29,,
2022-07-21 19:43:31,30,,
2022-07-31 10:07:33,31,,
2022-07-31 15:44:18,32,,
2022-07-31 21:54:48,33,,
2022-07-31 23:22:00,34,,
2022-07-31 23:39:17,35,,
2022-07-31 23:43:08,36,,
2022-07-31 23:21:00,37,,
2022-07-31 15:08:05,38,,
2022-07-31 11:37:28,39,,
2022-07-31 21:16:38,40,,
2022-07-31 23:53:45,41,,
2022-07-31 23:44:08,42,,
2022-07-31 23:56:32,43,,
2022-07-31 14:16:56,44,,
2022-07-31 23:53:17,45,,
2022-07-29 23:43:00,46,,
2022-07-31 16:44:39,47,,
2022-07-31 23:59:22,48,,
2022-07-31 21:11:02,49,,
2022-08-01 00:42:26,50,,
2022-07-31 17:11:21,51,,
2022-07-31 19:35:00,52,,
2022-07-31 17:20:45,53,,
2022-07-31 17:27:44,54,,
2022-07-31 23:52:37,55,,
2022-07-31 23:24:12,56,,
2022-07-26 14:38:03,57,,
2022-07-27 17:57:38,58,,
2022-07-31 23:31:52,59,,
2022-07-31 14:36:40,60,,
2022-07-31 23:38:36,61,,
2022-07-31 18:17:35,62,,
2022-07-31 06:47:41,63,,
2022-07-31 22:09:24,64,,
2022-07-31 23:54:12,65,,
2022-07-31 23:02:25,66,,
2022-07-29 13:48:58,67,,
2022-07-31 23:57:52,68,,
2022-07-31 16:46:05,69,,
2022-07-31 23:57:59,70,,
2022-07-31 17:01:36,71,,
2022-07-31 22:37:08,72,,
2022-07-31 01:14:32,73,,
2022-07-31 23:57:51,74,,
2022-07-31 23:38:38,75,,
2022-07-31 22:00:59,76,,
2022-07-29 19:40:05,77,,
2022-07-31 19:40:51,78,,
2022-08-01 00:52:46,79,,
2022-07-31 23:56:22,80,,
2022-07-31 05:49:14,81,,
2022-07-31 11:30:04,82,,
2022-07-31 23:43:12,83,,
2022-07-31 11:00:32,85,,
2022-07-31 12:12:15,86,,
2022-07-31 23:59:36,87,,
2022-07-31 23:55:05,88,,
2022-07-31 22:35:47,89,,
2022-07-31 23:55:11,90,,
2022-07-31 13:21:55,91,,
2022-07-31 20:57:53,92,,
2022-07-31 18:10:52,93,,
2022-07-31 08:44:25,94,,
2022-07-31 23:35:20,95,,
2022-07-22 00:09:20,96,,
2022-07-31 23:25:04,97,,
2022-07-31 17:35:16,98,,
2022-07-29 13:05:57,99,,
2022-07-31 23:59:16,100,,
2022-07-31 10:27:25,101,,
2022-07-31 19:38:49,102,,
2022-07-31 23:10:24,106,,
2022-07-31 23:59:24,107,,
2022-07-30 15:47:50,108,,
2022-07-30 12:42:47,109,,
2022-07-29 21:25:45,111,,
2022-07-31 23:47:00,112,,
2022-07-31 23:58:58,113,,
2022-07-31 23:59:00,114,,
2022-07-31 19:42:08,115,,
2022-07-31 23:48:40,116,,
2022-07-31 18:54:53,117,,
2022-07-29 22:57:03,118,,
2022-07-31 23:09:01,119,,
2022-07-27 11:34:18,120,,
2022-07-31 20:48:46,121,,
2022-07-31 15:58:06,122,,
2022-07-31 12:10:35,123,,
2022-07-31 20:30:42,124,,
2022-07-31 23:59:00,125,,
2022-07-31 11:34:48,126,,
2022-07-31 17:23:12,127,,
2022-07-31 19:53:54,128,,
2022-07-31 21:43:16,129,,
2022-07-31 22:57:44,130,,
2022-07-30 12:56:07,131,,
2022-08-01 00:01:23,132,,
2022-07-31 09:12:45,133,,
2022-07-31 19:06:09,134,,
2022-07-31 11:35:53,135,,
2022-07-31 23:54:44,136,,
2022-07-31 23:58:15,137,,
2022-07-31 23:59:52,138,,
2022-07-31 08:50:18,139,,
2022-07-31 23:38:20,140,,
2022-07-31 23:58:53,141,,
2022-07-31 23:57:36,142,,
2022-08-01 07:13:09,143,,
2022-07-31 23:56:43,144,,
2022-07-31 23:42:27,145,,
2022-07-31 23:26:09,146,,
2022-07-31 02:45:19,147,,
2022-07-31 23:59:46,148,,
2022-07-28 13:16:39,149,,
2022-07-31 21:28:13,150,,
2022-07-31 23:52:38,151,,
2022-07-31 23:46:13,152,,
2022-07-29 22:08:04,153,,
2022-07-26 20:39:57,154,,
2022-07-31 06:36:12,155,,
2022-07-26 17:05:56,156,,
2022-07-31 21:50:00,157,,
2022-07-31 23:59:01,158,,
2022-07-31 16:46:00,159,,
2022-07-31 20:20:49,160,,
2022-07-31 23:55:11,161,,
2022-07-31 23:56:25,162,,
2022-07-31 23:59:44,163,,
2022-07-31 23:58:32,164,,
2022-07-31 16:17:02,165,,
2022-07-31 23:56:02,166,,
2022-07-31 17:44:10,167,,
2022-07-31 22:50:04,168,,
2022-07-31 18:06:22,169,,
2022-08-01 08:36:10,170,,
2022-07-31 14:53:35,171,,
2022-07-26 18:50:51,172,,
2022-07-31 16:13:20,173,,
2022-07-31 08:37:35,174,,
2022-07-30 06:32:01,175,,
2022-07-31 23:24:32,177,,
2022-07-30 23:03:28,178,,
2022-07-31 23:06:18,179,,
2022-07-31 14:36:27,180,,
2022-07-31 23:48:00,181,,
2022-07-31 10:13:23,182,,
2022-07-31 14:38:17,183,,
2022-07-31 17:42:02,184,,
2022-07-31 15:56:17,185,,
2022-07-31 23:59:37,186,,
2022-07-31 22:57:00,188,,
2022-07-31 22:54:17,189,,
2022-07-31 15:36:41,190,,
2022-07-31 19:46:54,191,,
2022-07-31 10:12:56,192,,
2022-07-31 21:55:31,193,,
2022-07-31 22:45:35,194,,
2022-07-31 23:31:45,195,,
2022-07-31 23:54:55,196,,
2022-07-31 23:30:52,197,,
2022-07-31 04:22:00,198,,
2022-07-28 17:25:45,199,,
2022-07-31 15:47:23,200,,
2022-07-30 09:44:45,201,,
2022-07-31 23:36:57,202,,
2022-07-31 11:24:10,203,,
2022-07-20 05:37:35,204,,
2022-07-31 12:41:08,205,,
2022-07-22 20:25:18,206,,
2022-07-31 06:29:44,207,,
2022-07-31 03:09:49,208,,
2022-07-31 23:26:09,209,,
2022-07-31 18:17:27,210,,
2022-07-31 23:58:42,211,,
2022-07-31 22:39:11,212,,
2022-07-31 15:26:06,213,,
2022-07-18 13:40:42,214,,
2022-07-31 22:31:29,215,,
2022-07-31 23:03:33,216,,
2022-07-31 11:31:57,217,,
2022-07-31 20:29:35,218,,
2022-07-31 22:20:29,219,,
2022-07-31 11:54:53,220,,
2022-07-29 20:24:16,221,,
2022-07-31 12:39:31,222,,
2022-07-31 22:48:03,223,,
2022-07-31 23:42:56,224,,
2022-07-31 15:38:00,225,,
2022-07-31 23:25:42,226,,
2022-07-29 12:03:19,227,,
2022-07-31 20:16:26,228,,
2022-07-31 23:59:37,229,,
2022-07-31 23:57:00,230,,
2022-07-31 23:50:48,231,,
2022-07-31 23:57:58,232,,
2022-07-31 23:58:40,233,,
2022-08-01 00:34:30,234,,
2022-07-31 16:10:00,235,,
2022-07-31 23:56:09,236,,
2022-07-31 23:55:25,237,,
2022-08-01 05:07:26,238,,
2022-08-01 07:51:20,239,,
2022-07-29 12:35:07,240,,
2022-07-31 22:51:34,241,,
2022-07-31 18:48:55,242,,
2022-07-31 21:55:55,243,,
2022-07-31 23:28:22,244,,
2022-07-31 23:59:46,246,,
2022-07-31 19:43:56,247,,
2022-07-31 23:32:52,248,,
2022-07-31 23:59:55,249,,
2022-07-31 17:17:26,250,,
2022-07-22 14:35:47,251,,
2022-07-31 07:58:52,252,,
2022-07-28 21:26:27,253,,
